Date-Time,Focal,Weather,Temperature (F),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),1,2,3,4,5,6,7,8,AST 1,AST 2,AST 3,AST 4,AST 5,AST 6,AST 7,AST 8,ASH 1,ASH 2,ASH 3,ASH 4,ASH 5,ASH 6,ASH 7,ASH 8,SEL 1,SEL 2,SEL 3,SEL 4,SEL 5,SEL 6,SEL 7,SEL 8,Notes,Added Time,Referrer Name,Task Owner
06/15/2026 03:12 PM,Selene,Sunny,90,0,255,Affiliative - Contact sit,Ash,0,24,Affiliative - Give grooming,Ash,24,30,Affiliative - Mutual grooming,Ash,30,230,Affiliative - Give grooming,Ash,409,413,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Social,Rest,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,Asteria separate,06/15/2026 15:27:29,,methall@wisc.edu
06/15/2026 02:57 PM,Ash,Sunny,90,1302,1500,Affiliative - Contact sit,Selene,1306,1318,Affiliative - Mutual grooming,Selene,1318,1500,Affiliative - Receive grooming,Selene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,,Asteria separate,06/15/2026 15:12:31,,methall@wisc.edu
06/15/2026 12:27 PM,Ash,Sunny,82,0,100,Affiliative - Mutual grooming,Selene,149,231,Stress-Related - Vigilance,,231,242,Stress-Related - Self-groom,,242,320,Stress-Related - Vigilance,,331,550,Stress-Related - Vigilance,,550,559,Stress-Related - Self-groom,,849,1012,Stress-Related - Vigilance,,1120,1133,Stress-Related - Vigilance,,1146,1500,Affiliative - Contact sit,Selene,1148,1202,Affiliative - Mutual grooming,Selene,1215,1500,Affiliative - Receive grooming,Selene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Other,Other,Other,Forage,Other,Social,Social,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,Body contact,Less than 2 m,Over 5 m,Over 5 m,2-5 m,Over 5 m,Body contact,Body contact,Asteria separate,06/15/2026 12:45:32,,methall@wisc.edu
06/15/2026 12:11 PM,Selene,Sunny,82,7,9,Stress-Related - Head throw-back,,21,38,Stress-Related - Self-groom,,38,43,Stress-Related - Self-scratch,,43,59,Stress-Related - Self-groom,,59,103,Stress-Related - Self-scratch,,103,327,Stress-Related - Self-groom,,327,329,Stress-Related - Head throw-back,,329,354,Stress-Related - Vigilance,,431,434,Stress-Related - Vigilance,,654,713,Stress-Related - Vigilance,,713,812,Stress-Related - Self-groom,,1307,1309,Affiliative - Receive grooming,Ash,1325,1356,Affiliative - Give grooming,,1358,1500,Affiliative - Mutual grooming,Ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Rest,Rest,Other,Rest,Rest,Social,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Body contact,,,,,,,,,Asteria separate,06/15/2026 12:26:52,,methall@wisc.edu
06/12/2026 12:33 PM,Ash,Sunny,95,946,1017,Stress-Related - Vigilance,,1040,1115,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Other,Rest,Rest,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,2-5 m,"Selene separate
selene and asteria practically holding hands through the fence for 4 min and sitting directly across from each other with ast arm through fence for 6 min",06/12/2026 12:49:53,,methall@wisc.edu
06/12/2026 12:19 PM,Asteria,Sunny,95,0,23,Stress-Related - Vigilance,,23,27,Stress-Related - Self-groom,,27,140,Stress-Related - Vigilance,,150,155,Stress-Related - Self-groom,,155,321,Stress-Related - Vigilance,,340,352,Stress-Related - Vigilance,,405,420,Stress-Related - Self-groom,,423,450,Stress-Related - Vigilance,,456,503,Stress-Related - Self-scratch,,537,601,Stress-Related - Vigilance,,601,609,Stress-Related - Self-groom,,609,659,Stress-Related - Vigilance,,659,716,Stress-Related - Self-groom,,729,907,Stress-Related - Vigilance,,1002,1144,Stress-Related - Vigilance,,1226,1440,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Locomotion,Other,Other,Locomotion,Other,Other,,,,,,,,,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Selene separate,06/12/2026 12:34:27,,methall@wisc.edu
06/09/2026 12:32 PM,Ash,Sunny,89,126,129,Stress-Related - Vigilance,,141,212,Stress-Related - Vigilance,,751,806,Stress-Related - Self-groom,,806,812,Stress-Related - Vigilance,,1251,1258,Stress-Related - Self-scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Rest,Other,Other,Rest,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Over 5 m,Over 5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Asteria separate,06/09/2026 12:47:50,,methall@wisc.edu
06/09/2026 12:16 PM,Selene,Sunny,89,0,58,Stress-Related - Vigilance,,315,317,Stress-Related - Head throw-back,,336,347,Stress-Related - Self-groom,,348,410,Stress-Related - Vigilance,,514,529,Stress-Related - Vigilance,,529,531,Stress-Related - Self-groom,,613,624,Stress-Related - Vigilance,,1124,1140,Stress-Related - Vigilance,,1150,1241,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Other,Other,Other,Other,Other,Over 5 m,Over 5 m,2-5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Asteria separate,06/09/2026 12:32:14,,methall@wisc.edu
06/08/2026 02:53 PM,Asteria,Cloudy,79,0,37,Affiliative - Mutual grooming,Ash,0,41,Affiliative - Give grooming,Ash,46,53,Stress-Related - Self-groom,,59,138,Stress-Related - Vigilance,,138,147,Stress-Related - Self-groom,,311,851,Affiliative - Contact sit,Ash,416,439,Stress-Related - Vigilance,,529,542,Stress-Related - Vigilance,,629,748,Stress-Related - Vigilance,,752,811,Affiliative - Mutual grooming,Ash,824,834,Stress-Related - Vigilance,,958,1006,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Locomotion,Rest,Rest,Social,Other,Rest,Rest,,,,,,,,,Body contact,2-5 m,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,Less than 2 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,selene separate,06/08/2026 15:08:06,,methall@wisc.edu
06/03/2026 03:00 PM,Selene,Sunny,76,0,212,Affiliative - Contact sit,Ash,223,235,Affiliative - Contact sit,Ash,1039,1057,Stress-Related - Self-groom,,1057,1117,Stress-Related - Vigilance,,1340,1350,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,Body contact,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,asteria separate from ash and selene,06/03/2026 15:15:06,,methall@wisc.edu
06/03/2026 02:44 PM,Ash,Sunny,76,27,43,Stress-Related - Self-groom,,106,630,Affiliative - Contact sit,Selene,108,134,Affiliative - Mutual grooming,Selene,210,214,Stress-Related - Self-scratch,,219,230,Stress-Related - Self-groom,,956,1151,Affiliative - Contact sit,Selene,1110,1130,Stress-Related - Vigilance,,1138,1147,Stress-Related - Self-groom,,1247,1500,Affiliative - Contact sit,Selene,1420,1422,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Rest,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Less than 2 m,Body contact,Body contact,Body contact,Less than 2 m,Body contact,Less than 2 m,Body contact,asteria separate from ash and selene,06/03/2026 15:00:06,,methall@wisc.edu
05/27/2026 03:11 PM,Asteria,Sunny,88,22,45,Agonistic - Other,Selene,58,104,Agonistic - Displace,Selene,145,153,Agonistic - Displace,Selene,216,239,Agonistic - Other,Selene,310,322,Agonistic - Displace,Selene,421,426,Agonistic - Lunge,Selene,501,521,Stress-Related - Vigilance,,558,604,Stress-Related - Vigilance,,618,629,Agonistic - Chase,Selene,911,921,Agonistic - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Other,Other,,,,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,"Other is follow\stalk
early termination because ash seizure",05/27/2026 15:30:20,,methall@wisc.edu
05/27/2026 02:54 PM,Selene,Sunny,88,3,6,Submission - Flee,Asteria,26,28,Submission - Be displaced,Asteria,28,118,Stress-Related - Vigilance,,144,157,Stress-Related - Self-groom,,215,217,Stress-Related - Head throw-back,,232,239,Stress-Related - Self-groom,,249,259,Submission - Avoid,Asteria,259,305,Submission - Flee,Asteria,336,352,Stress-Related - Vigilance,,352,357,Submission - Avoid,Asteria,420,428,Submission - Be displaced,Asteria,438,455,Stress-Related - Vigilance,,455,509,Submission - Avoid,Asteria,553,609,Submission - Avoid,Asteria,609,1034,Stress-Related - Vigilance,,659,702,Stress-Related - Yawn,,752,755,Stress-Related - Yawn,,829,831,Stress-Related - Head throw-back,,902,946,Submission - Avoid,Asteria,1005,1015,Submission - Flee,Asteria,1132,1134,Stress-Related - Head throw-back,,1148,1150,Stress-Related - Head throw-back,,1154,1314,Submission - Avoid,Asteria,1213,1215,Stress-Related - Head throw-back,,1314,1317,Stress-Related - Self-groom,,1330,1337,Submission - Be displaced,Asteria,1337,1340,Stress-Related - Head throw-back,,1401,1500,Submission - Avoid,Asteria,,,,,,,,,,,,,,,,,Other,Rest,Other,Other,Other,Other,Other,Other,2-5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,,05/27/2026 15:10:33,,methall@wisc.edu
05/25/2026 01:03 PM,Asteria,Sunny,83,37,40,Agonistic - Displace,Ash,152,156,Stress-Related - Self-groom,,156,318,Stress-Related - Vigilance,,407,507,Stress-Related - Vigilance,,516,525,Stress-Related - Vigilance,,631,646,Stress-Related - Vigilance,,656,719,Stress-Related - Vigilance,,751,756,Stress-Related - Vigilance,,824,841,Stress-Related - Vigilance,,859,1034,Stress-Related - Vigilance,,1039,1042,Stress-Related - Self-groom,,1103,1110,Stress-Related - Vigilance,,1212,1236,Stress-Related - Vigilance,,1253,1328,Stress-Related - Vigilance,,1434,1451,Stress-Related - Vigilance,,1451,1457,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Rest,Other,Other,Other,Other,Other,,,,,,,,,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,05/25/2026 13:18:40,,methall@wisc.edu
05/25/2026 12:47 PM,Selene,Sunny,83,49,143,Stress-Related - Vigilance,,235,343,Stress-Related - Vigilance,,439,450,Stress-Related - Vigilance,,513,649,Stress-Related - Vigilance,,705,745,Stress-Related - Vigilance,,759,949,Stress-Related - Vigilance,,1039,1106,Stress-Related - Vigilance,,1118,1210,Stress-Related - Vigilance,,1223,1235,Stress-Related - Vigilance,,1350,1359,Affiliative - Receive grooming,Ash,1350,1410,Affiliative - Contact sit,Ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Other,Other,Other,Other,Other,Rest,Over 5 m,Over 5 m,2-5 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,,,,,,,,,,05/25/2026 13:02:58,,methall@wisc.edu
05/25/2026 12:31 PM,Ash,Sunny,83,0,34,Affiliative - Contact sit,Selene,123,146,Stress-Related - Vigilance,,158,207,Stress-Related - Vigilance,,319,324,Stress-Related - Self-groom,,342,408,Stress-Related - Vigilance,,440,539,Stress-Related - Vigilance,,934,1001,Stress-Related - Vigilance,,1225,1243,Stress-Related - Vigilance,,1457,1500,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Other,Rest,Rest,Other,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,,,,,,,,,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,05/25/2026 12:47:10,,methall@wisc.edu
05/22/2026 02:49 PM,Selene,Sunny,85,0,118,Affiliative - Mutual grooming,Ash,0,21,Affiliative - Contact sit,Ash,21,115,Affiliative - Give grooming,Ash,115,118,Stress-Related - Self-scratch,,118,125,Stress-Related - Vigilance,,125,142,Stress-Related - Self-groom,,358,422,Stress-Related - Vigilance,,422,438,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Rest,Other,Rest,Rest,Rest,Rest,Rest,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,,05/22/2026 15:04:01,,methall@wisc.edu
05/22/2026 02:33 PM,Ash,Sunny,85,0,1207,Affiliative - Contact sit,Asteria,331,335,Stress-Related - Self-scratch,,523,1500,Affiliative - Contact sit,Selene,1437,1500,Affiliative - Mutual grooming,Selene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,2-5 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,Body contact,Body contact,Body contact,,05/22/2026 14:48:50,,methall@wisc.edu
05/22/2026 02:17 PM,Asteria,Sunny,85,26,30,Stress-Related - Self-groom,,250,301,Stress-Related - Self-groom,,301,336,Stress-Related - Vigilance,,336,340,Stress-Related - Self-groom,,423,431,Stress-Related - Self-groom,,638,715,Affiliative - Contact sit,Selene,638,657,Affiliative - Mutual grooming,Selene,746,750,Affiliative - Greet,Ash,812,1500,Affiliative - Contact sit,"Ash, Selene",845,907,Affiliative - Mutual grooming,Ash,920,935,Affiliative - Mutual grooming,Ash,954,1006,Stress-Related - Self-groom,,1106,1138,Affiliative - Mutual grooming,Ash,1340,1355,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Rest,Other,Rest,Other,Rest,Rest,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,Body contact,Body contact,Body contact,Over 5 m,Over 5 m,2-5 m,Over 5 m,Body contact,Body contact,Body contact,Body contact,,05/22/2026 14:33:19,,methall@wisc.edu
