Date-Time,Focal,Weather,Temperature (F),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),1,2,3,4,5,6,7,8,DEL 1,DEL 2,DEL 3,DEL 4,DEL 5,DEL 6,DEL 7,DEL 8,CBR 1,CBR 2,CBR 3,CBR 4,CBR 5,CBR 6,CBR 7,CBR 8,PHA 1,PHA 2,PHA 3,PHA 4,PHA 5,PHA 6,PHA 7,PHA 8,LAU 1,LAU 2,LAU 3,LAU 4,LAU 5,LAU 6,LAU 7,LAU 8,JJO 1,JJO 2,JJO 3,JJO 4,JJO 5,JJO 6,JJO 7,JJO 8,Notes,Added Time,Referrer Name,Task Owner
07/02/2026 10:29 AM,Delilah,Sunny,85,35,52,Stress-Related - Vigilance,,323,328,Affiliative - Greet,Pearl Hart,332,348,Affiliative - Mutual grooming,Pearl Hart,348,356,Affiliative - Give grooming,Pearl Hart,356,413,Affiliative - Receive grooming,Pearl Hart,426,430,Stress-Related - Self-scratch,,502,514,Stress-Related - Self-groom,,713,748,Affiliative - Contact sit,Pearl Hart,728,804,Stress-Related - Self-groom,,814,848,Stress-Related - Self-groom,,1039,1056,Stress-Related - Self-groom,,1056,1110,Stress-Related - Vigilance,,1110,1147,Stress-Related - Self-groom,,1156,1226,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Social,Rest,Other,Rest,Other,Rest,,,,,,,,,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,Body contact,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,,07/02/2026 12:07:49,,methall@wisc.edu
07/02/2026 10:14 AM,Laurel,Sunny,85,23,29,Stress-Related - Vigilance,,339,358,Stress-Related - Vigilance,,410,437,Stress-Related - Self-groom,,446,515,Stress-Related - Vigilance,,531,539,Stress-Related - Vigilance,,539,549,Stress-Related - Self-groom,,558,651,Stress-Related - Vigilance,,729,740,Stress-Related - Self-groom,,740,758,Stress-Related - Vigilance,,836,912,Stress-Related - Vigilance,,932,940,Stress-Related - Self-groom,,1019,1024,Stress-Related - Vigilance,,1100,1108,Stress-Related - Vigilance,,1122,1133,Stress-Related - Self-groom,,1218,1228,Stress-Related - Self-groom,,1316,1319,Stress-Related - Self-groom,,1323,1326,Stress-Related - Self-scratch,,1330,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Rest,Locomotion,Other,Locomotion,Other,Other,Other,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,2-5 m,Over 5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,07/02/2026 12:07:48,,methall@wisc.edu
07/01/2026 11:11 AM,Laurel,Sunny,87,1147,1500,Affiliative - Contact sit,Delilah,1157,1226,Affiliative - Give grooming,Delilah,1227,1306,Affiliative - Receive grooming,Delilah,1345,1411,Stress-Related - Self-groom,,1417,1430,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Social,Other,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,Body contact,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,07/02/2026 12:07:46,,methall@wisc.edu
07/01/2026 10:56 AM,Janis Joplin,Sunny,87,0,108,Affiliative - Contact sit,Charlie Brown,0,108,Affiliative - Mutual grooming,Charlie Brown,109,112,Stress-Related - Self-scratch,,112,122,Stress-Related - Self-groom,,1343,1348,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,,07/02/2026 12:07:44,,methall@wisc.edu
07/01/2026 10:46 AM,Pearl Hart,Sunny,86,539,617,Stress-Related - Self-groom,,733,839,Affiliative - Receive grooming,Delilah,839,930,Affiliative - Mutual grooming,Delilah,850,948,Affiliative - Contact sit,Delilah,935,1000,Stress-Related - Self-groom,,1303,1346,Stress-Related - Self-groom,,1346,1348,Stress-Related - Self-scratch,,1348,1432,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Other,Social,Other,Rest,Other,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,07/02/2026 12:07:42,,methall@wisc.edu
06/25/2026 02:08 PM,Delilah,Sunny,88,0,322,Affiliative - Contact sit,Pearl Hart,47,59,Affiliative - Give grooming,Pearl Hart,107,113,Affiliative - Receive grooming,Pearl Hart,249,319,Stress-Related - Vigilance,,330,343,Affiliative - Give grooming,Janis Joplin,343,434,Affiliative - Mutual grooming,Janis Joplin,435,520,Affiliative - Receive grooming,Janis Joplin,822,825,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Social,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Over 5 m,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,06/25/2026 14:38:37,,methall@wisc.edu
06/25/2026 01:52 PM,Janis Joplin,Sunny,88,113,131,Stress-Related - Self-groom,,137,145,Stress-Related - Self-scratch,,150,204,Stress-Related - Self-groom,,204,209,Stress-Related - Vigilance,,209,211,Stress-Related - Self-groom,,300,317,Stress-Related - Self-groom,,319,321,Stress-Related - Head throw-back,,328,336,Stress-Related - Self-scratch,,555,606,Stress-Related - Vigilance,,746,750,Affiliative - Greet,Laurel,755,757,Stress-Related - Head throw-back,,939,947,Stress-Related - Self-groom,,1418,1427,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Rest,Other,Other,Rest,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,,06/25/2026 14:38:34,,methall@wisc.edu
06/25/2026 12:58 PM,Pearl Hart,Sunny,87,4,6,Stress-Related - Self-scratch,,145,158,Affiliative - Contact sit,Laurel,158,200,Agonistic - Displace,Laurel,425,629,Affiliative - Contact sit,Janis Joplin,507,540,Affiliative - Give grooming,Janis Joplin,715,722,Stress-Related - Self-scratch,,835,951,Affiliative - Mutual grooming,Delilah,830,1500,Affiliative - Contact sit,Delilah,1120,1123,Stress-Related - Self-scratch,,1219,1411,Affiliative - Receive grooming,Delilah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Rest,Rest,Other,Rest,Rest,Social,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,Body contact,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,,06/25/2026 14:38:30,,methall@wisc.edu
06/25/2026 11:15 AM,Delilah,Sunny,85,527,531,Stress-Related - Self-scratch,,538,903,Affiliative - Contact sit,Laurel,539,853,Affiliative - Give grooming,Laurel,914,926,Stress-Related - Self-groom,,1220,1334,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Social,Social,Rest,Rest,Rest,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/25/2026 11:37:33,,methall@wisc.edu
06/25/2026 11:04 AM,Pearl Hart,Sunny,85,454,540,Affiliative - Contact sit,Delilah,450,453,Affiliative - Greet,Laurel,549,551,Stress-Related - Self-groom,,755,811,Stress-Related - Self-groom,,825,830,Stress-Related - Self-groom,,857,927,Stress-Related - Vigilance,,927,932,Stress-Related - Self-scratch,,949,1000,Stress-Related - Self-scratch,,1030,1032,Agonistic - Displace,Charlie Brown,1035,1130,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Other,Other,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Less than 2 m,Less than 2 m,,06/25/2026 11:37:30,,methall@wisc.edu
06/25/2026 10:54 AM,Laurel,Sunny,85,0,207,Affiliative - Contact sit,Pearl Hart,0,56,Affiliative - Mutual grooming,Pearl Hart,101,148,Affiliative - Give grooming,Pearl Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Rest,Rest,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,Body contact,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/25/2026 11:37:26,,methall@wisc.edu
06/25/2026 10:43 AM,Janis Joplin,Sunny,85,848,905,Stress-Related - Vigilance,,1227,1237,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,,06/25/2026 11:37:22,,methall@wisc.edu
06/25/2026 10:33 AM,Delilah,Sunny,85,0,307,Affiliative - Contact sit,Janis Joplin,126,241,Affiliative - Mutual grooming,Janis Joplin,621,720,Affiliative - Give grooming,Pearl Hart,829,847,Stress-Related - Self-groom,,912,943,Stress-Related - Self-groom,,1030,1112,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Social,Rest,Rest,Rest,Other,Rest,Rest,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,Body contact,Body contact,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/25/2026 11:37:19,,methall@wisc.edu
06/25/2026 10:19 AM,Pearl Hart,Sunny,85,127,448,Affiliative - Contact sit,Laurel,132,343,Affiliative - Mutual grooming,,508,520,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Social,Rest,Other,Rest,Rest,Rest,Rest,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,2-5 m,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,,06/25/2026 11:37:16,,methall@wisc.edu
06/25/2026 10:09 AM,Laurel,Sunny,85,807,813,Stress-Related - Self-scratch,,813,824,Stress-Related - Self-groom,,904,907,Stress-Related - Self-groom,,1312,1330,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Other,Over 5 m,Over 5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,06/25/2026 11:37:12,,methall@wisc.edu
06/25/2026 09:54 AM,Janis Joplin,Sunny,85,0,23,Stress-Related - Self-groom,,38,120,Stress-Related - Self-groom,,132,144,Affiliative - Receive grooming,Pearl Hart,148,157,Affiliative - Give grooming,Pearl Hart,158,210,Stress-Related - Self-groom,Delilah,210,254,Affiliative - Give grooming,Pearl Hart,305,307,Stress-Related - Head throw-back,,315,317,Stress-Related - Head throw-back,,317,342,Stress-Related - Vigilance,,400,405,Stress-Related - Self-groom,,415,427,Stress-Related - Self-groom,,427,432,Stress-Related - Vigilance,,432,520,Stress-Related - Self-groom,,520,553,Stress-Related - Vigilance,,553,624,Stress-Related - Self-groom,,837,844,Stress-Related - Vigilance,,1119,1125,Stress-Related - Self-groom,,1137,1147,Stress-Related - Self-groom,,1405,1415,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Other,Rest,Rest,Other,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,Over 5 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,,06/25/2026 11:37:07,,methall@wisc.edu
06/24/2026 11:35 AM,Laurel,Sunny,80,858,903,Stress-Related - Self-groom,,1058,1100,Stress-Related - Yawn,,1106,1248,Affiliative - Give grooming,Delilah,1151,1154,Stress-Related - Vigilance,,1249,1257,Stress-Related - Self-groom,,1257,1341,Stress-Related - Vigilance,,1326,1328,Stress-Related - Head throw-back,,1347,1401,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Social,Other,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/24/2026 12:10:35,,methall@wisc.edu
06/24/2026 11:23 AM,Delilah,Sunny,80,0,1317,Affiliative - Contact sit,Laurel,629,643,Stress-Related - Vigilance,,920,1311,Affiliative - Give grooming,Laurel,1335,1404,Stress-Related - Self-groom,,1438,1456,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Social,Social,Other,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/24/2026 12:10:32,,methall@wisc.edu
06/24/2026 11:08 AM,Pearl Hart,Sunny,80,455,458,Stress-Related - Self-scratch,,500,504,Stress-Related - Self-groom,,527,530,Agonistic - Displace,Delilah,530,645,Affiliative - Contact sit,Janis Joplin,545,602,Affiliative - Give grooming,Janis Joplin,645,650,Stress-Related - Self-groom,,730,927,Affiliative - Contact sit,Janis Joplin,735,746,Affiliative - Give grooming,Janis Joplin,756,818,Stress-Related - Vigilance,,1016,1037,Stress-Related - Vigilance,,1030,1500,Affiliative - Contact sit,Janis Joplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Social,Other,Rest,Rest,Rest,2-5 m,2-5 m,Over 5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,Body contact,Less than 2 m,Body contact,Body contact,,06/24/2026 12:10:29,,methall@wisc.edu
06/24/2026 10:59 AM,Janis Joplin,Sunny,80,842,853,Stress-Related - Vigilance,,859,913,Stress-Related - Vigilance,,925,1317,Affiliative - Contact sit,Laurel,935,946,Affiliative - Mutual grooming,Laurel,946,1031,Affiliative - Give grooming,Laurel,1033,1052,Affiliative - Mutual grooming,Laurel,1106,1131,Affiliative - Receive grooming,Laurel,1131,1140,Affiliative - Receive grooming,Laurel,1140,1145,Stress-Related - Self-scratch,,1145,1159,Stress-Related - Self-groom,,1159,1203,Stress-Related - Self-scratch,,1203,1210,Stress-Related - Vigilance,,1213,1239,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Social,Other,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,Over 5 m,,,,,,,,,,06/24/2026 12:10:27,,methall@wisc.edu
06/24/2026 10:49 AM,Laurel,Sunny,80,1010,1029,Stress-Related - Self-groom,,1038,1053,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,06/24/2026 12:10:25,,methall@wisc.edu
06/24/2026 10:39 AM,Delilah,Sunny,80,636,653,Stress-Related - Self-groom,,822,827,Stress-Related - Vigilance,,827,832,Stress-Related - Self-scratch,,832,845,Stress-Related - Self-groom,,855,910,Stress-Related - Self-groom,,910,938,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/24/2026 12:10:23,,methall@wisc.edu
