Date-Time,Focal,Weather,Temperature (F),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),1,2,3,4,5,6,7,8,MAR 1,MAR 2,MAR 3,MAR 4,MAR 5,MAR 6,MAR 7,MAR 8,MAY 1,MAY 2,MAY 3,MAY 4,MAY 5,MAY 6,MAY 7,MAY 8,DDA 1,DDA 2,DDA 3,DDA 4,DDA 5,DDA 6,DDA 7,DDA 8,Notes,Added Time,Referrer Name,Task Owner
06/08/2026 10:43 AM,Marla,Cloudy,78,837,845,Stress-Related - Self-groom,,1026,1040,Stress-Related - Vigilance,,1325,1334,Stress-Related - Vigilance,,1426,1435,Stress-Related - Self-scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,06/08/2026 11:52:23,,methall@wisc.edu
06/08/2026 10:23 AM,Delta Dawn,Cloudy,77,52,222,Affiliative - Contact sit,Marla,150,210,Affiliative - Mutual grooming,Marla,222,453,Affiliative - Contact sit,May Lillie,235,401,Affiliative - Receive grooming,May Lillie,455,514,Affiliative - Mutual grooming,Marla,455,1029,Affiliative - Contact sit,Marla,547,601,Affiliative - Mutual grooming,Marla,601,625,Affiliative - Give grooming,Marla,636,650,Affiliative - Mutual grooming,Marla,730,810,Affiliative - Mutual grooming,Marla,907,928,Stress-Related - Vigilance,,935,948,Affiliative - Give grooming,Marla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Social,Social,Social,Social,Rest,Rest,Rest,2-5 m,Body contact,Less than 2 m,Body contact,Body contact,Body contact,2-5 m,2-5 m,2-5 m,Less than 2 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,,06/08/2026 11:52:21,,methall@wisc.edu
06/08/2026 10:07 AM,May Lillie,Cloudy,77,18,101,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/08/2026 11:52:20,,methall@wisc.edu
06/08/2026 09:51 AM,Marla,Cloudy,77,0,29,Stress-Related - Vigilance,,29,33,Stress-Related - Self-scratch,,33,39,Stress-Related - Self-groom,,39,56,Stress-Related - Vigilance,,107,148,Stress-Related - Self-groom,,148,210,Stress-Related - Vigilance,,210,216,Stress-Related - Self-groom,,314,321,Stress-Related - Self-groom,,342,618,Affiliative - Contact sit,May Lillie,349,353,Stress-Related - Self-groom,,405,422,Affiliative - Mutual grooming,May Lillie,422,444,Affiliative - Receive grooming,May Lillie,540,554,Stress-Related - Vigilance,,554,604,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Other,Rest,Rest,Rest,Rest,,,,,,,,,Over 5 m,Over 5 m,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/08/2026 11:52:17,,methall@wisc.edu
06/02/2026 12:43 PM,Marla,Sunny,79,619,647,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,06/02/2026 13:12:34,,methall@wisc.edu
06/02/2026 12:27 PM,May Lillie,Sunny,79,0,27,Affiliative - Contact sit,Marla,12,20,Affiliative - Receive grooming,Marla,30,102,Stress-Related - Vigilance,,352,406,Stress-Related - Self-groom,,406,508,Stress-Related - Vigilance,,508,515,Stress-Related - Self-groom,,555,600,Stress-Related - Self-scratch,,600,607,Stress-Related - Self-groom,,631,635,Stress-Related - Self-groom,,654,710,Stress-Related - Self-groom,,724,803,Stress-Related - Vigilance,,803,810,Stress-Related - Self-groom,,810,818,Stress-Related - Vigilance,,818,830,Stress-Related - Self-groom,,842,906,Affiliative - Mutual grooming,Marla,908,933,Affiliative - Give grooming,Marla,940,952,Affiliative - Mutual grooming,Marla,952,1022,Affiliative - Receive grooming,,1040,1058,Affiliative - Mutual grooming,Delta Dawn,1058,1120,Stress-Related - Vigilance,,1120,1201,Affiliative - Mutual grooming,Delta Dawn,1214,1255,Affiliative - Mutual grooming,Delta Dawn,1255,1309,Affiliative - Receive grooming,Delta Dawn,1309,1405,Affiliative - Mutual grooming,Delta Dawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Other,Other,Other,Social,Social,Social,Body contact,2-5 m,2-5 m,2-5 m,Less than 2 m,Body contact,2-5 m,2-5 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,2-5 m,Over 5 m,Over 5 m,Body contact,Body contact,,06/02/2026 13:12:31,,methall@wisc.edu
06/02/2026 12:09 PM,Delta Dawn,Sunny,79,0,200,Stress-Related - Vigilance,,200,203,Stress-Related - Self-scratch,,218,311,Stress-Related - Vigilance,,337,625,Stress-Related - Vigilance,,641,730,Stress-Related - Vigilance,,737,813,Stress-Related - Vigilance,,910,930,Stress-Related - Vigilance,,942,1013,Stress-Related - Self-groom,,1019,1034,Stress-Related - Self-groom,,1052,1114,Stress-Related - Self-groom,,1114,1127,Stress-Related - Vigilance,,1127,1129,Stress-Related - Self-scratch,,1129,1202,Stress-Related - Self-groom,,1202,1240,Stress-Related - Vigilance,,1240,1300,Stress-Related - Self-groom,,1300,1318,Stress-Related - Vigilance,,1318,1332,Stress-Related - Self-groom,,1332,1416,Stress-Related - Vigilance,,1416,1455,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Other,Other,Other,Other,Other,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Over 5 m,Over 5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,,06/02/2026 13:12:27,,methall@wisc.edu
06/02/2026 11:53 AM,Marla,Cloudy,78,243,310,Stress-Related - Vigilance,,341,406,Stress-Related - Vigilance,,450,500,Stress-Related - Vigilance,,500,510,Stress-Related - Self-scratch,,537,816,Stress-Related - Vigilance,,858,905,Stress-Related - Vigilance,,912,1038,Stress-Related - Vigilance,,1043,1048,Stress-Related - Vigilance,,1052,1217,Stress-Related - Vigilance,,1236,1246,Stress-Related - Vigilance,,1305,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Other,Other,Other,Other,Other,Other,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,,06/02/2026 13:12:24,,methall@wisc.edu
06/02/2026 11:37 AM,May Lillie,Cloudy,78,0,1500,Affiliative - Contact sit,Delta Dawn,6,12,Stress-Related - Vigilance,,131,209,Stress-Related - Self-groom,,301,307,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Rest,Rest,Rest,Rest,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,,06/02/2026 13:12:22,,methall@wisc.edu
06/02/2026 11:21 AM,Delta Dawn,Cloudy,78,0,1500,Affiliative - Contact sit,May Lillie,0,28,Affiliative - Give grooming,May Lillie,28,104,Affiliative - Mutual grooming,May Lillie,104,244,Affiliative - Receive grooming,May Lillie,236,244,Stress-Related - Vigilance,,244,315,Affiliative - Mutual grooming,May Lillie,320,343,Affiliative - Give grooming,May Lillie,343,418,Affiliative - Mutual grooming,May Lillie,428,440,Stress-Related - Self-groom,,620,626,Stress-Related - Vigilance,,651,705,Stress-Related - Vigilance,,705,712,Stress-Related - Self-groom,,1408,1413,Stress-Related - Self-groom,,1413,1419,Stress-Related - Self-scratch,,1419,1448,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Social,Social,Rest,Rest,Rest,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,,,,,,,,,,06/02/2026 13:12:18,,methall@wisc.edu
06/02/2026 11:00 AM,Marla,Cloudy,83,314,326,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/02/2026 13:12:15,,methall@wisc.edu
06/02/2026 10:44 AM,May Lillie,Cloudy,83,0,15,Affiliative - Mutual grooming,Marla,32,133,Affiliative - Give grooming,Delta Dawn,32,135,Affiliative - Contact sit,Delta Dawn,403,410,Stress-Related - Self-scratch,,500,510,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Rest,Locomotion,Rest,Rest,Rest,Rest,Rest,Body contact,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,,06/02/2026 13:12:11,,methall@wisc.edu
06/02/2026 10:28 AM,Delta Dawn,Cloudy,83,0,21,Stress-Related - Self-groom,,50,54,Stress-Related - Self-groom,,105,138,Stress-Related - Vigilance,,138,156,Stress-Related - Self-groom,,321,358,Affiliative - Receive grooming,May Lillie,358,416,Affiliative - Mutual grooming,May Lillie,543,556,Stress-Related - Self-groom,,653,731,Stress-Related - Self-groom,,1219,1227,Stress-Related - Self-groom,,1241,1303,Stress-Related - Vigilance,,1334,1403,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Locomotion,Social,Rest,Rest,Rest,Rest,Other,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,,,,,,,,,,06/02/2026 13:12:08,,methall@wisc.edu
06/01/2026 10:36 AM,Marla,Cloudy,74,0,1500,Affiliative - Contact sit,May Lillie,450,456,Stress-Related - Self-groom,,1225,1249,Stress-Related - Self-groom,,1249,1259,Stress-Related - Vigilance,,1422,1445,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/02/2026 13:12:04,,methall@wisc.edu
06/01/2026 10:16 AM,May Lillie,Cloudy,74,0,1500,Affiliative - Contact sit,Marla,0,52,Affiliative - Mutual grooming,Marla,52,110,Affiliative - Give grooming,Marla,204,212,Stress-Related - Self-groom,,243,252,Stress-Related - Self-groom,,340,401,Affiliative - Receive grooming,Marla,1029,1045,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Rest,Social,Rest,Rest,Rest,Rest,Rest,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Over 5 m,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/02/2026 13:12:01,,methall@wisc.edu
05/26/2026 01:57 PM,Marla,Sunny,90,1036,1038,Affiliative - Greet,Delta Dawn,1045,1103,Affiliative - Mutual grooming,Delta Dawn,1045,1500,Affiliative - Contact sit,Delta Dawn,1138,1204,Affiliative - Mutual grooming,"Marla, Delta Dawn",1204,1237,Affiliative - Give grooming,Delta Dawn,1220,1242,Affiliative - Receive grooming,Delta Dawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Social,Rest,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,,05/27/2026 12:37:43,,methall@wisc.edu
05/26/2026 01:32 PM,Delta Dawn,Sunny,90,0,103,Affiliative - Contact sit,Marla,0,37,Affiliative - Give grooming,Marla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,,05/27/2026 12:37:41,,methall@wisc.edu
05/26/2026 01:16 PM,May Lillie,Sunny,90,23,27,Stress-Related - Self-groom,,206,209,Stress-Related - Vigilance,,752,757,Stress-Related - Vigilance,,847,854,Affiliative - Give grooming,Delta Dawn,859,1203,Affiliative - Contact sit,Delta Dawn,1024,1028,Stress-Related - Vigilance,,1028,1034,Stress-Related - Self-scratch,,1101,1203,Affiliative - Receive grooming,Delta Dawn,1246,1250,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Social,Rest,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,2-5 m,,05/27/2026 12:37:39,,methall@wisc.edu
05/26/2026 10:43 AM,Delta Dawn,Sunny,90,527,530,Stress-Related - Self-scratch,,551,602,Stress-Related - Self-groom,,602,608,Stress-Related - Self-scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Other,Rest,Rest,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,,05/26/2026 11:19:57,,methall@wisc.edu
05/26/2026 10:20 AM,May Lillie,Sunny,90,21,47,Stress-Related - Vigilance,,47,51,Stress-Related - Self-groom,,148,208,Stress-Related - Vigilance,,216,331,Stress-Related - Vigilance,,551,622,Stress-Related - Vigilance,,643,750,Stress-Related - Vigilance,,1109,1124,Stress-Related - Vigilance,,1233,1236,Stress-Related - Self-scratch,,1305,1333,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Rest,Other,Rest,Other,Rest,Other,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,05/26/2026 11:19:56,,methall@wisc.edu
05/26/2026 10:05 AM,Marla,Sunny,90,0,25,Stress-Related - Vigilance,,35,56,Stress-Related - Self-groom,,56,146,Stress-Related - Vigilance,,231,242,Stress-Related - Vigilance,,242,251,Stress-Related - Self-groom,,251,303,Stress-Related - Vigilance,,324,336,Stress-Related - Vigilance,,417,429,Stress-Related - Vigilance,,607,647,Stress-Related - Vigilance,,709,711,Affiliative - Greet,Delta Dawn,900,937,Stress-Related - Self-groom,,947,1002,Stress-Related - Self-groom,,1322,1405,Stress-Related - Self-groom,,1405,1416,Stress-Related - Vigilance,,1416,1428,Stress-Related - Self-groom,,1428,1457,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Rest,Rest,Rest,Rest,Other,Rest,Other,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,,05/26/2026 11:19:54,,methall@wisc.edu
05/25/2026 11:01 AM,May Lillie,Sunny,85,545,620,Affiliative - Receive grooming,Delta Dawn,620,637,Affiliative - Mutual grooming,Delta Dawn,637,656,Affiliative - Receive grooming,Delta Dawn,640,654,Stress-Related - Vigilance,,730,756,Affiliative - Give grooming,Delta Dawn,545,1115,Affiliative - Contact sit,Delta Dawn,830,835,Stress-Related - Self-groom,,1451,1458,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Social,Rest,Rest,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,,05/25/2026 11:36:35,,methall@wisc.edu
05/25/2026 10:45 AM,Delta Dawn,Sunny,85,515,518,Stress-Related - Vigilance,,1043,1052,Stress-Related - Vigilance,,1052,1105,Stress-Related - Self-groom,,1158,1205,Stress-Related - Vigilance,,1205,1210,Stress-Related - Self-groom,,1220,1312,Affiliative - Give grooming,Marla,1220,1430,Affiliative - Contact sit,,1312,1410,Affiliative - Mutual grooming,Marla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Other,Social,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,,05/25/2026 11:36:33,,methall@wisc.edu
05/25/2026 10:29 AM,Marla,Sunny,85,16,23,Stress-Related - Self-scratch,,23,47,Stress-Related - Self-groom,,145,551,Affiliative - Contact sit,"May Lillie, Delta Dawn",430,458,Affiliative - Mutual grooming,May Lillie,458,530,Affiliative - Give grooming,May Lillie,546,551,Affiliative - Give grooming,May Lillie,643,734,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forage,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Over 5 m,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,05/25/2026 11:36:32,,methall@wisc.edu
05/23/2026 03:48 PM,May Lillie,Cloudy,85,253,312,Stress-Related - Vigilance,,327,401,Stress-Related - Vigilance,,633,639,Stress-Related - Vigilance,,718,739,Stress-Related - Vigilance,,739,743,Stress-Related - Self-groom,,1154,1313,Stress-Related - Vigilance,,1350,1356,Stress-Related - Self-groom,,1356,1424,Stress-Related - Vigilance,,1436,1447,Stress-Related - Vigilance,,1447,1500,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Locomotion,Forage,Forage,Forage,Locomotion,Forage,Other,Other,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,2-5 m,2-5 m,,05/23/2026 16:44:13,,methall@wisc.edu
05/23/2026 03:32 PM,Marla,Cloudy,85,138,217,Stress-Related - Vigilance,,245,258,Stress-Related - Vigilance,,335,356,Stress-Related - Vigilance,,522,533,Affiliative - Contact sit,Delta Dawn,820,831,Stress-Related - Self-groom,,848,852,Stress-Related - Self-scratch,,1318,1324,Stress-Related - Self-groom,,1345,1356,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Locomotion,Locomotion,Other,Locomotion,Forage,Locomotion,Forage,Forage,,,,,,,,,2-5 m,Less than 2 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,,05/23/2026 16:44:10,,methall@wisc.edu
05/23/2026 03:15 PM,Delta Dawn,Cloudy,85,126,128,Stress-Related - Self-scratch,,126,302,Stress-Related - Vigilance,,302,311,Stress-Related - Self-scratch,,322,438,Stress-Related - Vigilance,,551,605,Stress-Related - Vigilance,,705,739,Stress-Related - Vigilance,,826,833,Stress-Related - Self-groom,,932,953,Stress-Related - Vigilance,,1027,1029,Affiliative - Greet,May Lillie,1029,1057,Stress-Related - Vigilance,,1431,1440,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Locomotion,Other,Other,Other,Other,Locomotion,Locomotion,Locomotion,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,2-5 m,,,,,,,,,,05/23/2026 16:44:06,,methall@wisc.edu
