Date-Time,Focal,Weather,Temperature (F),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),1,2,3,4,5,6,7,8,AUT 1,AUT 2,AUT 3,AUT 4,AUT 5,AUT 6,AUT 7,AUT 8,POL 1,POL 2,POL 3,POL 4,POL 5,POL 6,POL 7,POL 8,CHA 1,CHA 2,CHA 3,CHA 4,CHA 5,CHA 6,CHA 7,CHA 8,TCH 1,TCH 2,TCH 3,TCH 4,TCH 5,TCH 6,TCH 7,TCH 8,Notes,Added Time,Referrer Name,Task Owner
06/27/2026 09:51 AM,Tracy Champan,Sunny,85,0,48,Affiliative - Contact sit,Chagall,0,44,Affiliative - Mutual grooming,Chagall,48,210,Affiliative - Contact sit,Autumn,48,104,Affiliative - Mutual grooming,Autumn,120,135,Affiliative - Receive grooming,Autumn,135,204,Affiliative - Mutual grooming,Autumn,622,648,Affiliative - Receive grooming,Autumn,733,750,Stress-Related - Self-groom,,830,1301,Affiliative - Contact sit,Chagall,1124,1157,Stress-Related - Self-groom,,1403,1500,Affiliative - Contact sit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Social,Rest,Rest,Rest,Rest,Other,Rest,Less than 2 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,Less than 2 m,,,,,,,,,,06/27/2026 10:59:29,,methall@wisc.edu
06/27/2026 10:07 AM,Chagall,Sunny,85,0,938,Affiliative - Contact sit,Tracy Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,Body contact,Body contact,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,,06/27/2026 10:59:30,,methall@wisc.edu
06/27/2026 01:44 PM,Polli,Cloudy,90,0,24,Affiliative - Contact sit,Tracy Chapman,109,120,Stress-Related - Self-groom,,314,326,Stress-Related - Vigilance,,331,338,Stress-Related - Self-scratch,,342,352,Stress-Related - Self-groom,,410,421,Stress-Related - Self-groom,,445,501,Stress-Related - Vigilance,,516,525,Stress-Related - Vigilance,,527,534,Stress-Related - Self-groom,,610,618,Stress-Related - Vigilance,,650,653,Stress-Related - Self-groom,,653,726,Stress-Related - Vigilance,,726,,Affiliative - Contact sit,Tracy Chapman,735,837,Affiliative - Mutual grooming,Tracy Chapman,855,932,Affiliative - Play,Tracy Chapman,932,935,Submission - Be displaced,,955,1300,Stress-Related - Vigilance,,1230,1234,Stress-Related - Self-scratch,,1308,1427,Stress-Related - Vigilance,,1347,1349,Affiliative - Greet,Chagall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Other,Other,Social,Other,Locomotion,Locomotion,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,2-5 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,2-5 m,Body contact,Less than 2 m,Over 5 m,Over 5 m,2-5 m,Over 5 m,Over 5 m,2-5 m,,06/27/2026 15:11:33,,methall@wisc.edu
06/27/2026 02:11 PM,Autumn,Cloudy,90,0,9,Affiliative - Mutual grooming,Tracy Chapman,46,50,Stress-Related - Self-scratch,,150,202,Stress-Related - Vigilance,,217,231,Stress-Related - Self-groom,,259,302,Stress-Related - Self-scratch,,302,317,Stress-Related - Self-groom,,335,340,Stress-Related - Self-scratch,,430,433,Stress-Related - Self-scratch,,555,637,Stress-Related - Self-groom,,733,739,Stress-Related - Vigilance,,912,937,Stress-Related - Self-groom,,949,1022,Stress-Related - Self-groom,,1030,1047,Stress-Related - Self-groom,,1225,1229,Stress-Related - Self-scratch,,1300,1308,Stress-Related - Self-groom,,1321,1416,Stress-Related - Self-groom,,1451,1500,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Other,Other,Other,Rest,Other,Rest,Other,,,,,,,,,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,Body contact,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,06/27/2026 15:11:36,,methall@wisc.edu
07/03/2026 09:48 AM,Tracy Champan,Sunny,83,0,25,Affiliative - Mutual grooming,Chagall,0,446,Affiliative - Contact sit,Chagall,125,130,Stress-Related - Self-groom,,410,413,Stress-Related - Self-groom,,515,531,Stress-Related - Vigilance,,650,1138,Affiliative - Contact sit,Chagall,658,720,Stress-Related - Vigilance,,720,726,Stress-Related - Self-scratch,,726,802,Stress-Related - Self-groom,,802,808,Stress-Related - Self-scratch,,932,948,Stress-Related - Vigilance,,1020,1035,Stress-Related - Vigilance,,1333,1345,Stress-Related - Vigilance,,1407,1434,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Rest,Other,Rest,Other,Rest,Rest,Other,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,Body contact,Body contact,Body contact,Less than 2 m,Body contact,Body contact,Less than 2 m,2-5 m,,,,,,,,,,07/03/2026 12:07:24,,methall@wisc.edu
07/03/2026 10:23 AM,Chagall,Sunny,85,0,503,Stress-Related - Vigilance,,507,932,Affiliative - Contact sit,Polli,1137,1146,Stress-Related - Self-scratch,,1225,1246,Stress-Related - Vigilance,,1246,1252,Stress-Related - Self-scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Rest,Rest,Rest,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,2-5 m,2-5 m,Body contact,Body contact,Less than 2 m,2-5 m,2-5 m,,,,,,,,,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,07/03/2026 12:07:26,,methall@wisc.edu
07/03/2026 10:37 AM,Polli,Sunny,85,0,542,Affiliative - Contact sit,Autumn,148,241,Affiliative - Mutual grooming,Autumn,357,443,Affiliative - Give grooming,Autumn,546,553,Stress-Related - Self-scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Social,Social,Rest,Rest,Rest,Rest,Rest,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,07/03/2026 12:07:28,,methall@wisc.edu
07/03/2026 10:52 AM,Autumn,Sunny,85,716,828,Affiliative - Contact sit,Chagall,726,750,Affiliative - Receive grooming,Chagall,1430,1440,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,07/03/2026 12:07:30,,methall@wisc.edu
07/03/2026 11:03 AM,Tracy Champan,Sunny,85,0,142,Affiliative - Contact sit,Chagall,0,46,Affiliative - Mutual grooming,Chagall,46,51,Affiliative - Receive grooming,Chagall,104,136,Stress-Related - Vigilance,,226,247,Stress-Related - Vigilance,,316,324,Stress-Related - Self-scratch,,352,406,Stress-Related - Vigilance,,406,435,Stress-Related - Self-groom,,448,505,Stress-Related - Vigilance,,524,531,Stress-Related - Self-groom,,531,537,Stress-Related - Self-scratch,,551,614,Stress-Related - Vigilance,,709,718,Stress-Related - Vigilance,,734,745,Stress-Related - Self-groom,,745,750,Stress-Related - Self-scratch,,1028,1500,Affiliative - Contact sit,Chagall,1115,1118,Stress-Related - Self-groom,,1118,1148,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Rest,Other,Other,Other,Rest,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,,,,,,,,,,07/03/2026 12:07:31,,methall@wisc.edu
07/03/2026 11:19 AM,Chagall,Sunny,85,0,1140,Affiliative - Contact sit,Tracy Chapman,1001,1009,Stress-Related - Vigilance,,1117,1122,Stress-Related - Self-scratch,,1131,1139,Affiliative - Give grooming,Tracy Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,,07/03/2026 12:07:34,,methall@wisc.edu
07/04/2026 10:04 AM,Tracy Champan,Sunny,85,0,440,Affiliative - Contact sit,Chagall,0,147,Affiliative - Mutual grooming,Chagall,147,252,Affiliative - Receive grooming,Chagall,252,309,Affiliative - Give grooming,Chagall,309,326,Affiliative - Receive grooming,Chagall,326,416,Affiliative - Mutual grooming,Chagall,416,438,Affiliative - Receive grooming,Chagall,447,508,Stress-Related - Vigilance,,508,513,Stress-Related - Self-scratch,,532,703,Stress-Related - Vigilance,,703,708,Stress-Related - Self-scratch,,708,732,Stress-Related - Self-groom,,732,738,Stress-Related - Vigilance,,750,753,Affiliative - Greet,Autumn,753,755,Agonistic - Displace,Autumn,755,803,Stress-Related - Vigilance,,1050,1101,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Social,Social,Other,Other,Rest,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,,07/04/2026 12:02:44,,methall@wisc.edu
07/04/2026 10:20 AM,Chagall,Sunny,85,208,213,Stress-Related - Self-scratch,,509,522,Stress-Related - Self-groom,,1130,1157,Affiliative - Receive grooming,Autumn,1219,1334,Affiliative - Contact sit,Tracy Chapman,1219,1234,Affiliative - Give grooming,Tracy Chapman,1234,1307,Affiliative - Mutual grooming,Tracy Chapman,1307,1319,Affiliative - Receive grooming,Tracy Chapman,1319,1330,Affiliative - Give grooming,Tracy Chapman,1428,1500,Affiliative - Contact sit,Tracy Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Other,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,07/04/2026 12:02:45,,methall@wisc.edu
07/04/2026 10:35 AM,Polli,Sunny,85,15,24,Stress-Related - Self-groom,,231,245,Stress-Related - Vigilance,,1157,1216,Stress-Related - Vigilance,,1216,1221,Stress-Related - Self-scratch,,1221,1236,Stress-Related - Vigilance,,,,,Tracy Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Other,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,07/04/2026 12:02:47,,methall@wisc.edu
07/04/2026 10:51 AM,Autumn,Sunny,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,07/04/2026 12:02:49,,methall@wisc.edu
07/04/2026 11:00 AM,Chagall,Sunny,87,516,521,Stress-Related - Self-scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,07/04/2026 12:02:51,,methall@wisc.edu
07/04/2026 11:12 AM,Polli,Sunny,87,1345,1500,Affiliative - Contact sit,Autumn,1353,1358,Affiliative - Receive grooming,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,07/04/2026 12:02:52,,methall@wisc.edu
07/04/2026 11:22 AM,Autumn,Sunny,87,0,105,Affiliative - Contact sit,Polli,1007,1015,Stress-Related - Vigilance,Tracy Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,07/04/2026 12:02:54,,methall@wisc.edu
07/04/2026 11:37 AM,Tracy Champan,Sunny,87,142,144,Stress-Related - Yawn,,156,204,Stress-Related - Self-groom,,248,250,Stress-Related - Yawn,,456,502,Stress-Related - Vigilance,,510,814,Affiliative - Contact sit,Chagall,517,551,Affiliative - Mutual grooming,Chagall,551,710,Affiliative - Receive grooming,Chagall,612,644,Affiliative - Contact sit,Autumn,612,616,Affiliative - Receive grooming,Autumn,630,644,Affiliative - Receive grooming,Autumn,715,721,Affiliative - Give grooming,Chagall,721,806,Affiliative - Receive grooming,Chagall,1355,1449,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Rest,Social,Social,Rest,Rest,Other,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,,07/04/2026 12:02:55,,methall@wisc.edu
07/04/2026 01:40 PM,Autumn,Sunny,92,151,158,Stress-Related - Self-scratch,,205,210,Stress-Related - Self-scratch,,236,243,Stress-Related - Vigilance,,246,309,Stress-Related - Vigilance,,421,536,Stress-Related - Vigilance,,556,630,Stress-Related - Vigilance,,651,710,Stress-Related - Vigilance,,840,842,Submission - Be displaced,Chagall,914,1051,Stress-Related - Vigilance,,1138,1140,Submission - Be displaced,Tracy Chapman,1204,1222,Stress-Related - Vigilance,,1222,1229,Stress-Related - Self-scratch,,1229,1322,Stress-Related - Vigilance,,1330,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Other,Other,Other,Other,Other,Other,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,2-5 m,Over 5 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,07/04/2026 18:19:21,,methall@wisc.edu
07/04/2026 01:55 PM,Chagall,Sunny,92,54,58,Stress-Related - Vigilance,,116,123,Stress-Related - Vigilance,,231,257,Stress-Related - Vigilance,,308,310,Stress-Related - Vigilance,,340,352,Stress-Related - Vigilance,,448,522,Stress-Related - Vigilance,,602,735,Stress-Related - Vigilance,,735,740,Stress-Related - Self-groom,,740,801,Stress-Related - Vigilance,,808,825,Affiliative - Contact sit,Tracy Chapman,809,820,Affiliative - Mutual grooming,Tracy Chapman,838,844,Stress-Related - Self-scratch,,844,849,Stress-Related - Self-groom,,927,937,Stress-Related - Vigilance,,937,1410,Affiliative - Contact sit,Tracy Chapman,937,956,Affiliative - Mutual grooming,Tracy Chapman,1007,1057,Affiliative - Mutual grooming,Tracy Chapman,1057,1109,Affiliative - Give grooming,Tracy Chapman,1109,1123,Stress-Related - Self-groom,,1123,1139,Affiliative - Mutual grooming,Tracy Chapman,1139,1156,Affiliative - Give grooming,Tracy Chapman,1156,1206,Affiliative - Receive grooming,Tracy Chapman,1206,1224,Stress-Related - Self-groom,,1306,1316,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Forage,Forage,Locomotion,Other,Other,Social,Other,2-5 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,2-5 m,Less than 2 m,Less than 2 m,Over 5 m,2-5 m,Body contact,Body contact,Body contact,,07/04/2026 18:19:23,,methall@wisc.edu
07/04/2026 02:11 PM,Tracy Champan,Sunny,92,33,35,Stress-Related - Self-scratch,,51,55,Stress-Related - Self-scratch,,106,138,Stress-Related - Vigilance,,210,222,Affiliative - Mutual grooming,Chagall,222,228,Affiliative - Give grooming,Chagall,228,238,Affiliative - Receive grooming,Chagall,240,251,Stress-Related - Self-groom,,251,301,Stress-Related - Vigilance,,328,439,Affiliative - Give grooming,Chagall,441,507,Stress-Related - Vigilance,,508,515,Stress-Related - Self-scratch,,530,614,Stress-Related - Vigilance,,637,653,Stress-Related - Self-scratch,,653,712,Stress-Related - Vigilance,,721,727,Stress-Related - Self-scratch,,748,810,Stress-Related - Vigilance,,810,829,Stress-Related - Self-groom,,849,930,Stress-Related - Vigilance,,932,949,Stress-Related - Self-scratch,,950,1015,Stress-Related - Self-groom,,1022,1103,Stress-Related - Vigilance,,1245,1312,Stress-Related - Vigilance,,1321,1356,Stress-Related - Self-groom,,1356,1415,Stress-Related - Vigilance,,1425,1428,Affiliative - Greet,Polli,1450,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Social,Rest,Other,Other,Rest,Other,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,,07/04/2026 18:19:24,,methall@wisc.edu
07/04/2026 02:26 PM,Polli,Sunny,92,216,312,Stress-Related - Vigilance,,321,338,Stress-Related - Vigilance,,338,342,Agonistic - Other,Tracy Chapman,419,543,Stress-Related - Vigilance,,626,644,Stress-Related - Vigilance,,701,721,Stress-Related - Vigilance,,721,734,Stress-Related - Self-groom,,750,817,Stress-Related - Vigilance,,819,840,Stress-Related - Self-groom,,914,925,Stress-Related - Self-groom,,931,936,Stress-Related - Vigilance,,936,1025,Stress-Related - Self-groom,,1100,1114,Stress-Related - Vigilance,,1122,1134,Stress-Related - Self-groom,,1134,1145,Stress-Related - Vigilance,,1156,1202,Stress-Related - Vigilance,,1216,1231,Stress-Related - Self-groom,,1320,1339,Stress-Related - Self-groom,,1345,1349,Affiliative - Greet,Chagall,1349,1412,Affiliative - Give grooming,Chagall,1412,1420,Stress-Related - Vigilance,,1440,1455,Stress-Related - Vigilance,,1455,1500,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Other,Other,Other,Other,Other,Social,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,2-5 m,2-5 m,Less than 2 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Made noises at tracy who is practically sitting on her,07/04/2026 18:19:25,,methall@wisc.edu
